,acc,auc,loss,val_acc,val_auc,val_loss
0,0.70744788646698,0.8343009948730469,0.6170969605445862,0.728960394859314,0.9059683084487915,0.5546019077301025
1,0.8064782619476318,0.8976029753684998,0.47210797667503357,0.8106435537338257,0.8933156728744507,0.4505854547023773
2,0.8326799869537354,0.9126980304718018,0.4168342649936676,0.8193069100379944,0.900745689868927,0.43004143238067627
3,0.8380441665649414,0.9125103950500488,0.40259164571762085,0.8180692791938782,0.8987834453582764,0.42172080278396606
4,0.8386631011962891,0.9102367162704468,0.3977714776992798,0.8193069100379944,0.8978781700134277,0.41762518882751465
5,0.8409325480461121,0.9151254892349243,0.38753750920295715,0.823019802570343,0.8962682485580444,0.4150450825691223
6,0.8434082865715027,0.9154373407363892,0.3814450204372406,0.823019802570343,0.901189923286438,0.4086131751537323
7,0.8448525071144104,0.9160717725753784,0.37821832299232483,0.8211633563041687,0.8994229435920715,0.4063042998313904
8,0.8479471802711487,0.9162861704826355,0.37448349595069885,0.8242574334144592,0.8997009992599487,0.40776047110557556
9,0.8471219539642334,0.9171935319900513,0.37066197395324707,0.8236386179924011,0.8983690738677979,0.4014236629009247
10,0.8471219539642334,0.915001392364502,0.37165868282318115,0.8205445408821106,0.8991671800613403,0.4008996784687042
11,0.8489787578582764,0.9153351783752441,0.36963143944740295,0.8224009871482849,0.8992690443992615,0.40082329511642456
12,0.8498039841651917,0.9175340533256531,0.3642386794090271,0.823019802570343,0.89943528175354,0.3972950875759125
13,0.8438209295272827,0.9139153957366943,0.36660537123680115,0.8199257254600525,0.89987713098526,0.39624685049057007
14,0.847740888595581,0.9182586669921875,0.36260825395584106,0.8205445408821106,0.9019933342933655,0.3931199908256531
15,0.8549618124961853,0.9189060926437378,0.3575199544429779,0.8242574334144592,0.9036277532577515,0.39017730951309204
16,0.8506292700767517,0.9184085726737976,0.35815274715423584,0.8236386179924011,0.9027936458587646,0.39715784788131714
17,0.8516608476638794,0.9196385145187378,0.35623258352279663,0.8254950642585754,0.9024322032928467,0.38851022720336914
18,0.852279782295227,0.9192848801612854,0.354410856962204,0.8248762488365173,0.9026136994361877,0.38855642080307007
19,0.856406033039093,0.9197778701782227,0.35194000601768494,0.8267326951026917,0.9050507545471191,0.387401282787323
