,fpr,tpr,thres,auc
87,0.2611111111111111,0.825,0.17325952649116516,0.8827391975308643
88,0.2611111111111111,0.8305555555555556,0.17182153463363647,0.8827391975308643
89,0.28888888888888886,0.8305555555555556,0.15918627381324768,0.8827391975308643
90,0.28888888888888886,0.8361111111111111,0.15810710191726685,0.8827391975308643
91,0.2972222222222222,0.8361111111111111,0.15330030024051666,0.8827391975308643
92,0.2972222222222222,0.8388888888888889,0.1522066742181778,0.8827391975308643
93,0.30277777777777776,0.8388888888888889,0.15134790539741516,0.8827391975308643
94,0.30277777777777776,0.8527777777777777,0.14579510688781738,0.8827391975308643
95,0.3055555555555556,0.8527777777777777,0.14549404382705688,0.8827391975308643
96,0.3055555555555556,0.8583333333333333,0.1448604017496109,0.8827391975308643
97,0.3472222222222222,0.8583333333333333,0.13286367058753967,0.8827391975308643
98,0.3472222222222222,0.8611111111111112,0.13232606649398804,0.8827391975308643
99,0.35,0.8611111111111112,0.13228216767311096,0.8827391975308643
100,0.35,0.8638888888888889,0.13183565437793732,0.8827391975308643
101,0.3611111111111111,0.8638888888888889,0.13069775700569153,0.8827391975308643
102,0.3611111111111111,0.8666666666666667,0.13057219982147217,0.8827391975308643
103,0.36944444444444446,0.8666666666666667,0.12986047565937042,0.8827391975308643
104,0.36944444444444446,0.8694444444444445,0.12824216485023499,0.8827391975308643
105,0.37222222222222223,0.8694444444444445,0.12823094427585602,0.8827391975308643
106,0.37222222222222223,0.875,0.12786930799484253,0.8827391975308643
107,0.38055555555555554,0.875,0.12703031301498413,0.8827391975308643
108,0.38055555555555554,0.8777777777777778,0.12694132328033447,0.8827391975308643
109,0.4027777777777778,0.8777777777777778,0.12466023862361908,0.8827391975308643
110,0.4027777777777778,0.8805555555555555,0.12463577091693878,0.8827391975308643
111,0.4083333333333333,0.8805555555555555,0.12372554838657379,0.8827391975308643
112,0.4083333333333333,0.8833333333333333,0.12354004383087158,0.8827391975308643
113,0.41388888888888886,0.8833333333333333,0.12244130671024323,0.8827391975308643
114,0.41388888888888886,0.8861111111111111,0.12229715287685394,0.8827391975308643
115,0.43333333333333335,0.8861111111111111,0.12078684568405151,0.8827391975308643
116,0.43333333333333335,0.8888888888888888,0.12000475078821182,0.8827391975308643
117,0.4361111111111111,0.8888888888888888,0.11995313316583633,0.8827391975308643
118,0.4361111111111111,0.8916666666666667,0.11927250027656555,0.8827391975308643
119,0.4388888888888889,0.8916666666666667,0.11862118542194366,0.8827391975308643
120,0.4388888888888889,0.8972222222222223,0.11830774694681168,0.8827391975308643
121,0.4583333333333333,0.8972222222222223,0.11717138439416885,0.8827391975308643
122,0.4583333333333333,0.9,0.11712705343961716,0.8827391975308643
123,0.4861111111111111,0.9,0.11543108522891998,0.8827391975308643
124,0.4861111111111111,0.9027777777777778,0.11475171148777008,0.8827391975308643
125,0.4888888888888889,0.9027777777777778,0.11458887159824371,0.8827391975308643
126,0.4888888888888889,0.9083333333333333,0.11430557817220688,0.8827391975308643
127,0.49166666666666664,0.9083333333333333,0.11421321332454681,0.8827391975308643
128,0.49166666666666664,0.9111111111111111,0.11399737000465393,0.8827391975308643
129,0.49722222222222223,0.9111111111111111,0.11388132721185684,0.8827391975308643
130,0.49722222222222223,0.9138888888888889,0.11385181546211243,0.8827391975308643
131,0.5,0.9138888888888889,0.11357481777667999,0.8827391975308643
132,0.5,0.9166666666666666,0.11351285874843597,0.8827391975308643
133,0.5222222222222223,0.9166666666666666,0.11240458488464355,0.8827391975308643
134,0.5222222222222223,0.9222222222222223,0.11223434656858444,0.8827391975308643
135,0.5277777777777778,0.9222222222222223,0.11211281269788742,0.8827391975308643
136,0.5277777777777778,0.925,0.11208923161029816,0.8827391975308643
137,0.5805555555555556,0.925,0.11054227501153946,0.8827391975308643
138,0.5805555555555556,0.9277777777777778,0.11046002060174942,0.8827391975308643
139,0.5833333333333334,0.9277777777777778,0.11033330857753754,0.8827391975308643
140,0.5833333333333334,0.9305555555555556,0.11027967929840088,0.8827391975308643
141,0.5888888888888889,0.9305555555555556,0.11021213978528976,0.8827391975308643
142,0.5888888888888889,0.9333333333333333,0.11020291596651077,0.8827391975308643
143,0.5916666666666667,0.9333333333333333,0.11020021140575409,0.8827391975308643
144,0.5916666666666667,0.9361111111111111,0.11017992347478867,0.8827391975308643
145,0.5944444444444444,0.9361111111111111,0.10991933196783066,0.8827391975308643
146,0.5944444444444444,0.9416666666666667,0.10983258485794067,0.8827391975308643
147,0.6083333333333333,0.9416666666666667,0.10945873707532883,0.8827391975308643
148,0.6083333333333333,0.9444444444444444,0.10944521427154541,0.8827391975308643
149,0.6361111111111111,0.9444444444444444,0.10888176411390305,0.8827391975308643
150,0.6361111111111111,0.9472222222222222,0.10884654521942139,0.8827391975308643
151,0.6388888888888888,0.9472222222222222,0.10884429514408112,0.8827391975308643
152,0.6388888888888888,0.95,0.10884415358304977,0.8827391975308643
153,0.6527777777777778,0.95,0.10837823897600174,0.8827391975308643
154,0.6527777777777778,0.9583333333333334,0.10817931592464447,0.8827391975308643
155,0.6611111111111111,0.9583333333333334,0.10808959603309631,0.8827391975308643
156,0.6611111111111111,0.9611111111111111,0.10807238519191742,0.8827391975308643
157,0.675,0.9611111111111111,0.10778675228357315,0.8827391975308643
158,0.675,0.9638888888888889,0.10765109211206436,0.8827391975308643
159,0.6805555555555556,0.9638888888888889,0.1075887456536293,0.8827391975308643
160,0.6805555555555556,0.9666666666666667,0.10750559717416763,0.8827391975308643
161,0.6888888888888889,0.9666666666666667,0.10724779963493347,0.8827391975308643
162,0.6888888888888889,0.9694444444444444,0.10715149343013763,0.8827391975308643
163,0.6972222222222222,0.9694444444444444,0.10689966380596161,0.8827391975308643
164,0.6972222222222222,0.9722222222222222,0.10687244683504105,0.8827391975308643
165,0.7083333333333334,0.9722222222222222,0.10665735602378845,0.8827391975308643
166,0.7083333333333334,0.9833333333333333,0.10662035644054413,0.8827391975308643
167,0.7111111111111111,0.9833333333333333,0.10652108490467072,0.8827391975308643
168,0.7111111111111111,0.9861111111111112,0.10650841891765594,0.8827391975308643
169,0.725,0.9861111111111112,0.10627379268407822,0.8827391975308643
170,0.725,0.9916666666666667,0.10617173463106155,0.8827391975308643
171,0.7777777777777778,0.9916666666666667,0.10499770939350128,0.8827391975308643
172,0.7777777777777778,0.9944444444444445,0.10494121164083481,0.8827391975308643
173,0.7861111111111111,0.9944444444444445,0.10482069849967957,0.8827391975308643
174,0.7861111111111111,0.9972222222222222,0.10463111102581024,0.8827391975308643
175,0.8083333333333333,0.9972222222222222,0.10397384315729141,0.8827391975308643
176,0.8083333333333333,1.0,0.10392636060714722,0.8827391975308643
177,1.0,1.0,0.09882801026105881,0.8827391975308643
